,title,publication date,subject,journal,DOI,author,abstract,from_database
1168,ATTTITUDE TOWARD ACADEMIC ACTIVITIES OF STUDENTS IN THE POST COVID-19 ERA IN A NIGERIAN POLYTECHNIC: THE PREDICTIVE ROLE OF SOCIAL …,2021,,AFRICAN JOURNAL FOR THE …,http://ajpssi.org/index.php/ajpssi/article/view/448,"SA BODE-OKUNADE, AJ OMOTAJO","… Perceived parental support on academic achievement: An attachment theory perspective … Koura,
A., & Al-Hebaishi, A. 2014. The relationship between multiple intelligences, self- efficacy and
academic achievement of Saudi Arabia gifted and regular intermediate students …",google_scholar
741,"Depression, Anxiety, and Maladaptive Perfectionism Symptoms Among Elementary Gifted Students in Three Educational Settings",2011,,,https://search.proquest.com/openview/fa274ea0bb7620609265df8b1ce67959/1?pq-origsite=gscholar&cbl=18750&diss=y,CS Boyle,"… Abstract Depression, Anxiety, and Maladaptive Perfectionism Symptoms Among Elementary
Gifted Students in Three Educational Settings by Colleen S. Boyle … Page 3. Page 4. Abstract
Children identified as gifted develop in one or more areas at a rate atypical of age peers …",google_scholar
917,Student Behavioral Engagement of Fifth-Grade Gifted Students in A General Education Class,2016,,,http://scholarworks.lib.csusb.edu/cgi/viewcontent.cgi?article=1476&context=etd,C Rodriguez,"… Office of Graduate Studies 12-2016 STUDENT BEHAVIORAL ENGAGEMENT OF FIFTH-GRADE
GIFTED STUDENTS IN A GENERAL EDUCATION CLASS … Follow this and additional works at:
https://scholarworks.lib.csusb.edu/etd Part of the Gifted Education Commons …",google_scholar
497,Gifted infants: What kinds of support do they need,2000,,Developing talent across the …,https://books.google.com/books?hl=en&lr=&id=y49GVm2L1awC&oi=fnd&pg=PA203&dq=gifted+attachment&ots=Oidp2BwOIv&sig=W3kGOVX3saynIuahytsS9eTUtso,"JMA Riksen-Walraven, J Zevalkink","… the framework of attachment theory, Van den Boom (1994) enhanced parental sensitive
responsiveness to their 6-to 9-month-old infants and found this to promote both attachment security
and … GIFTED INFANTS 207 environment quickly learn that their behaviours have no effect …",google_scholar
410,"Parenting with eyes wide open: Young gifted children, early entry and social isolation",2020,,Gifted Education International,10.1177/0261429419899946,M Wellisch,"… Journal, New Content, Announcements. Gifted Education International, Contents … Parenting with
eyes wide open: Young gifted children, early entry and social isolation. Mimi Wellisch. Gifted
Education International 0 10.1177/0261429419899946. Download Citation …",google_scholar
445,"Being Black, male, and gifted in Miami: Prevalence and predictors of placement in elementary school gifted education programs",2013,,The Urban Review,10.1007/s11256-013-0259-0,"A Winsler, DG Karkhanis, YK Kim, J Levitt","… opted out of gifted services, but we do report information on whether the child was enrolled in
a self-contained gifted classroom for one … and Naglieri 1999) during the same time frames as the
LAPD-D. The DECA subscales, initiative, self- control, and attachment, are combined …",google_scholar
428,… WAS THE EXAMINATION OF RELATION BETWEEN ATTACHMENT QUALITY AND PARENTING STYLES IN NORMAL AND GIFTED STUDENT'S PARENTS IN …,2012,,,https://www.sid.ir/en/journal/ViewPaper.aspx?ID=419347,"BB GHOBARI, M SALEHI, HA GALBANDI",The aim of this study was the examination of relation between attachment quality and parenting styles in normal and gifted student's parents in Rasht city. Population in this study was normal and gifted student's parents in Rasht city. Simple were 536 parents and selected …,google_scholar
728,"The comparison of attachment styles among young people with visual, auditory defects and mental retardation and gifted and normal young individuals in …",,,,,F Momeni,"Page 1. Exploring the Ecological Self: An Interpretive Phenomenological Analysis with Gifted
Adults by Eric Windhorst … a small group of gifted adults (n=8) who measure relatively high in
nature connectedness. Three research questions guided the study …",google_scholar
474,Gifted students with learning disabilities: A current review of the literature,2015,,Acta Scientiae et Intellectus,https://www.academia.edu/download/50862018/2015v1n11.pdf,S Sansom,"… Wellisch and Brown (2012) considered the social, emotional, and motivational problems which
exist in some students who are gifted and learning disabled. They suggest that attachment
difficulties and maternal depression might be the cause of these problems, leading to …",google_scholar
855,Brief Overview of the Current State of Gifted Education in the Dominican Republic,2016,,Gifted Children of Color Around …,10.1108/S2051-231720160000003025/full/html?utm_source=TrendMD&utm_medium=cpc&utm_campaign=Advances_in_Race_and_Ethnicity_in_Education_TrendMD_1,"LR Jáquez, RB Jáquez, DS Collado","… the school's leadership proposes to use a current strategy offered by Project APOGEE (Academic
Programs for the Gifted with Excellence … to teacher rating scales and achievement tests, school
leadership plans to assess students based on self-directedness, attachment to home …",google_scholar
549,Research on Coping Methods and Support Systems of Parents of Gifted Children in Turkey,2017,,Journal of Education and Future,https://dergipark.org.tr/en/pub/jef/issue/28788/308204,AG Saranlı,"… One of the primary differences of families of gifted children has been identified as their strong
attachment to some of their family values. They seem to value concepts such as being
successful, winning and being consistent more than other families …",google_scholar
1082,Development as the aim of clinical intervention,1992,,Development and Psychopathology,https://www.cambridge.org/core/journals/development-and-psychopathology/article/development-as-the-aim-of-clinical-intervention/E1892E8CBF0BF5F68DCCDC6E38ECE245,GG Noam,"… Fostering secure attachment in infants in maltreating families through preventive interventions …
An Examination of the Relationships Between Ego Development, Dabrowski's Theory of Positive
Disintegration, and the Behavioral Characteristics of Gifted Adolescents …",google_scholar
990,Identification of saprahan values as formers of gifted students empathy in high school students in pontianak,2018,,… Journal of Research in Counseling and …,http://ppsfip.ppj.unp.ac.id/index.php/ijrice/article/view/58,"H Hastiani, R Hariko","Page 1. 34 The Australasian Journal of Gifted Education, 26 (1) 3 T … Abstract This article argues
for the reintroduction of cognitive assessment for all New South Wales (NSW) school children
to ensure the early identification of those who are intellectually gifted …",google_scholar
657,Perfectionism in high-ability students: Relational precursors and influences on achievement motivation,2006,,Gifted child quarterly,10.1177/001698620605000304,"KLS Neumeister, H Finch","… Finally, in a qualitative study of gifted college students, Speirs Neumeister (2004b) also found
socially prescribed perfectionists perceived one or … The relationship between parenting styles
and per- fectionism, however, may be mediated by the additional variable of attachment …",google_scholar
679,The adjustment of gifted children in the regular classroom: Case studies,1957,,Exceptional Children,10.1177/001440295702300803,"T Crowder, JJ Gallagher","… Generally speaking; Foster appeared to have a close emotional attachment to his mother and
to be quite 'responsive to her wishes and, at the same … usual during the pre-school years, and
there was little reason for the parents to believe that they had an'Tntellectually gifted child …",google_scholar
375,"Social dominance, moral politics, and gifted education",2005,,Roeper Review,10.1080/02783190509554333,"JR Cross, TL Cross","… of knowledge to justify the conclusions to be offered about how to educate for the character
development of gifted youth … the desired characteristics, institutions (schools, classrooms) that
authentically stand for the espoused values and virtues, and emotional attachment to caring …",google_scholar
