,title,publication date,subject,journal,DOI,author,abstract,from_database,publication_date
1148,"PHYSICAL CAPITAL, HUMAN CAPITAL, and the HEALTH EFFECTS of POLLUTION in AN OLG MODEL",2021-01-01,,Macroeconomic Dynamics,10.1017/S1365100520000668,,,scopus,
1149,Sperm chromatin protamination influences embryo development in unsexed and sexed bull semen,2021-01-01,,Zygote,10.1017/S0967199420000775,,,scopus,
1150,Comparison of Education and Episodic Memory as Modifiers of Brain Atrophy Effects on Cognitive Decline: Implications for Measuring Cognitive Reserve,2021-01-01,,Journal of the International Neuropsychological Society,10.1017/S1355617720001095,,,scopus,
1151,Fresh oocyte cycles yield improved embryo quality compared with frozen oocyte cycles in an egg-sharing donation programme,2021-01-01,,Zygote,10.1017/S0967199420000842,,,scopus,
1152,Distance-decay patterns differ between canopy and ground ant assemblages in a tropical rainforest,2021-01-01,,Journal of Tropical Ecology,10.1017/S0266467420000188,,,scopus,
1153,Critical role of air and soil temperature in the development of primary and secondary physical dormancy in Albizia julibrissin (Fabaceae),2021-01-01,,Journal of Tropical Ecology,10.1017/S0266467420000206,,,scopus,
1154,Neurological and Neuropsychiatric Impacts of COVID-19 Pandemic,2021-01-01,,Canadian Journal of Neurological Sciences,10.1017/cjn.2020.173,,,scopus,
1155,Genetic and Environmental Influences of Dietary Indices in a UK Female Twin Cohort,2021-01-01,,Twin Research and Human Genetics,10.1017/thg.2020.84,,,scopus,
1156,Transdiagnostic CBT versus counselling sessions: A naturalistic trial from Saudi Arabia,2021-01-01,,Cognitive Behaviour Therapist,10.1017/S1754470X20000628,,,scopus,
1157,Open group cognitive behaviour therapy on acute in-patient units,2021-01-01,,Behavioural and Cognitive Psychotherapy,10.1017/S1352465821000011,,,scopus,
1158,Selecting life course frameworks to guide and communicate large new cohort studies: Generation Victoria (GenV) case study,2021-01-01,,Journal of Developmental Origins of Health and Disease,10.1017/S2040174420001245,,,scopus,
1159,High cadence optical transient searches using drift scan imaging II: Event rate upper limits on optical transients of duration &lt;21 ms and magnitude &lt;6.6,2021-01-01,,Publications of the Astronomical Society of Australia,10.1017/pasa.2020.53,,,scopus,
1160,An investigation into the factor structure of the Cognitive Therapy Scale-Revised (CTS-R) in a CBT training sample,2021-01-01,,Behavioural and Cognitive Psychotherapy,10.1017/S1352465820000983,,,scopus,
1161,The branded product and the funded project: The impact of economic rationality on the practices and pedagogy of music education in the early childhood sector,2021-01-01,,British Journal of Music Education,10.1017/S0265051720000248,,,scopus,
1162,An unlikely partnership? New Zealand-South Korea bilateral cooperation and Antarctic order,2021-01-01,,Polar Record,10.1017/S0032247420000479,,,scopus,
1163,Numerical analysis of COVID-19 model with constant fractional order and variable fractal dimension,2021-01-01,,Results in Physics,10.1016/j.rinp.2020.103673,,,scopus,
1164,An analytical model for the interaction between two dissimilar piles in a finite soil layer,2021-01-01,,International Journal for Numerical and Analytical Methods in Geomechanics,10.1002/nag.3187,,,scopus,
1165,Anomalous aortic origin of a right coronary artery: Two brothers with an identical pattern,2021-01-01,,Cardiology in the Young,10.1017/S1047951120004916,,,scopus,
1166,A SUGGESTION for A DYNAMIC MULTIFACTOR MODEL (DMFM),2021-01-01,,Macroeconomic Dynamics,10.1017/S1365100520000619,,,scopus,
1167,Disaster microconchids from the uppermost Permian and Lower Triassic lacustrine strata of the Cis-Urals and the Tunguska and Kuznetsk basins (Russia),2021-01-01,,Geological Magazine,10.1017/S0016756820001375,,,scopus,
1168,Effect of acute lower respiratory tract infection on pulmonary artery pressure in children with post-tricuspid left-to-right shunt,2021-01-01,,Cardiology in the Young,10.1017/S1047951120004734,,,scopus,
1169,Perioperative and long-term management of Fontan patients,2021-01-01,,Cardiology in the Young,10.1017/S1047951120004618,,,scopus,
1170,Embryonic development of the fire-eye-tetra Moenkhausia oligolepis (Characiformes: Characidae),2021-01-01,,Zygote,10.1017/S0967199420000647,,,scopus,
1171,THE DIFFUSION of ECONOMIC ACTIVITY across SPACE: A NEW APPROACH,2021-01-01,,Macroeconomic Dynamics,10.1017/S1365100520000590,,,scopus,
1172,Towards a Wireless Force Sensor Based on Wave Backscattering for Medical Applications,2021-01-01,,IEEE Sensors Journal,10.1109/JSEN.2021.3049225,,,scopus,
1173,Recursion for masur-veech volumes of moduli spaces of quadratic differentials,2021-01-01,,Journal of the Institute of Mathematics of Jussieu,10.1017/S1474748020000638,,,scopus,
1174,Atiyah class and chern character for global matrix factorisations,2021-01-01,,Journal of the Institute of Mathematics of Jussieu,10.1017/S1474748020000614,,,scopus,
1175,On a certain local identity for lapid-mao's conjecture and formal degree conjecture: Even unitary group case,2021-01-01,,Journal of the Institute of Mathematics of Jussieu,10.1017/S1474748020000523,,,scopus,
1176,Prevalence of iron-deficiency anaemia in Brazilian children under five years of age: A systematic review and meta-analysis,2021-01-01,,British Journal of Nutrition,10.1017/S000711452000522X,,,scopus,
1177,"Associations between stool micro-transcriptome, gut microbiota, and infant growth",2021-01-01,,Journal of Developmental Origins of Health and Disease,10.1017/S2040174420001324,,,scopus,
1178,PPARγactivation in late gestation does not promote surfactant maturation in the fetal sheep lung,2021-01-01,,Journal of Developmental Origins of Health and Disease,10.1017/S204017442000135X,,,scopus,
1179,"Gestational exposure to ""<sup>9</sup>-THC impacts ovarian follicular dynamics and angiogenesis in adulthood in Wistar rats",2021-01-01,,Journal of Developmental Origins of Health and Disease,10.1017/S2040174420001282,,,scopus,
1180,Hair cortisol levels in pregnancy as a possible determinant of fetal sex: A longitudinal study,2021-01-01,,Journal of Developmental Origins of Health and Disease,10.1017/S2040174420001300,,,scopus,
1181,"Nurses' Self-Efficacy, Confidence and Interaction with patients with COVID-19: A Cross-Sectional Study",2021-01-01,,Disaster Medicine and Public Health Preparedness,10.1017/dmp.2021.1,,,scopus,
1182,Cardiac output monitoring in paediatric cardiac surgery: A review,2021-01-01,,Cardiology in the Young,10.1017/S1047951120004680,,,scopus,
1183,Social imaginaries of subsea cables: recovering connections between Broome and Banyuwangi,2021-01-01,,Media International Australia,10.1177/1329878X20985961,,,scopus,
1184,An abstractive summarization technique with variable length keywords as per document diversity,2021-01-01,,"Computers, Materials and Continua",10.32604/cmc.2021.014330,,,scopus,
1185,Inverse algorithm for out-of-plane deformation in shearography,2021-01-01,,Optical and Quantum Electronics,10.1007/s11082-020-02692-z,,,scopus,
1186,Apical hypertrophic cardiomyopathy with subendocardial late gadolinium enhancement in an adolescent,2021-01-01,,Cardiology in the Young,10.1017/S1047951120004692,,,scopus,
1187,Utilisation of early intervention services in infants with congenital heart disease following open-heart surgery,2021-01-01,,Cardiology in the Young,10.1017/S1047951120004655,,,scopus,
1188,Intrusive imagery in anxiety disorders in adolescents,2021-01-01,,Behavioural and Cognitive Psychotherapy,10.1017/S1352465820000934,,,scopus,
1189,A 510-nW Wake-Up Keyword-Spotting Chip Using Serial-FFT-Based MFCC and Binarized Depthwise Separable CNN in 28-nm CMOS,2021-01-01,,IEEE Journal of Solid-State Circuits,10.1109/JSSC.2020.3029097,,,scopus,
1190,Information and communication technologies as a condition of effective political management,2021-01-01,,Lecture Notes in Networks and Systems,10.1007/978-3-030-59126-7_105,,,scopus,
1191,3D printed re-entrant cavity resonator for complex permittivity measurement of crude oils,2021-01-01,,"Sensors and Actuators, A: Physical",10.1016/j.sna.2020.112477,,,scopus,
1192,Design and Analysis of Koch Snowflake Geometry with Enclosing Ring Multiband Patch Antenna Covering S and L Band Applications,2021-01-01,,Lecture Notes in Electrical Engineering,10.1007/978-981-15-7486-3_17,,,scopus,
1193,"Subject-access metadata on ETD supplied by authors: A case study about keywords, titles and abstracts in a Brazilian academic repository",2021-01-01,,Journal of Academic Librarianship,10.1016/j.acalib.2020.102268,,,scopus,
1194,Energy stable finite element method for an electrohydrodynamic model with variable density,2021-01-01,,Journal of Computational Physics,10.1016/j.jcp.2020.109870,,,scopus,
1195,Detection of Editing Bursts and Extraction of Significant Keyphrases from Wikipedia Edit History,2021-01-01,,Advances in Intelligent Systems and Computing,10.1007/978-981-15-8731-3_4,,,scopus,
1196,Privacy Preserving on Searchable Encrypted Data in Cloud,2021-01-01,,Lecture Notes in Electrical Engineering,10.1007/978-981-15-5341-7_64,,,scopus,
1197,‘The student experience’ and the remaking of contemporary studenthood: A critical intervention,2021-01-01,,Sociological Review,10.1177/0038026120946677,,,scopus,
1198,Fusion the coordinate data of airborne objects in the networks of surveillance radar observation systems,2021-01-01,,Lecture Notes on Data Engineering and Communications Technologies,10.1007/978-3-030-43070-2_31,,,scopus,
1199,Large orbit sizes in finite group actions,2021-01-01,,Journal of Pure and Applied Algebra,10.1016/j.jpaa.2020.106458,,,scopus,
1200,Getting ‘creative’ under capitalism: An analysis of creativity as a dominant keyword,2021-01-01,,Sociological Review,10.1177/0038026120918991,,,scopus,
1201,Economic Sanctions and Government Spending Adjustments: The Case of Disaster Preparedness,2021-01-01,,British Journal of Political Science,10.1017/S0007123418000613,,,scopus,
1202,The shortest path interdiction problem with randomized interdiction strategies: complexity and algorithms,2021-01-01,,Operations Research,10.1287/OPRE.2020.2023,,,scopus,
1203,Dynamic Symmetric Encryption Over E-mail in Cloud Server,2021-01-01,,Lecture Notes in Electrical Engineering,10.1007/978-981-15-8752-8_58,,,scopus,
1204,Mechanisms of association between Alzheimer’s disease and diabetes mellitus: The insulin paradox,2021-01-01,,Archivos de Neurociencias,10.31157/ARCHNEUROSCIENCESMEX.V25I4.212,,,scopus,
1205,Machine Learning-Based Information Retrieval System,2021-01-01,,Lecture Notes in Electrical Engineering,10.1007/978-981-15-8297-4_2,,,scopus,
1206,Graph threshold algorithm,2021-01-01,,Journal of Supercomputing,10.1007/s11227-021-03665-z,,,scopus,
1207,Improved synonym queries bolstered by encrypted cloud multi-watchword ranked search system,2021-01-01,,Lecture Notes on Data Engineering and Communications Technologies,10.1007/978-981-15-9651-3_14,,,scopus,
1208,Applying Code Transform Model to Newly Generated Program for Improving Execution Performance,2021-01-01,,Scientific Programming,10.1155/2021/6691010,,,scopus,
1209,Secure search and storage services in cloud and fog/edge computing,2021-01-01,,Advances in Information Security,10.1007/978-3-030-57328-7_3,,,scopus,
1210,An Atomic Cross-Chain Swap-Based Management System in Vehicular Ad Hoc Networks,2021-01-01,,Wireless Communications and Mobile Computing,10.1155/2021/6679654,,,scopus,
1211,Heterogeneous Signcryption Scheme From IBC to PKI With Equality Test for WBANs,2021-01-01,,IEEE Systems Journal,10.1109/JSYST.2020.3048972,,,scopus,
1212,Voice Keyword Retrieval Method Using Attention Mechanism and Multimodal Information Fusion,2021-01-01,,Scientific Programming,10.1155/2021/6662841,,,scopus,
1213,Research on Logistics Information Blockchain Data Query Algorithm Based on Searchable Encryption,2021-01-01,,IEEE Access,10.1109/ACCESS.2021.3054557,,,scopus,
1214,Natural language question answering over knowledge graph: the marriage of SPARQL query and keyword search,2021-01-01,,Knowledge and Information Systems,10.1007/s10115-020-01534-4,,,scopus,
1215,Verifiable Attribute-based Keyword Search Scheme with Privacy Preservation,2021-01-01,,Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology,10.11999/JEIT190817,,,scopus,
